date,location,race,counts
1979-11-15,Woodson Bridge to Hamilton City Bridge,Fall,221
1979-11-15,Hamilton City Bridge to Ord Ferry Bridge,Fall,66
1979-11-15,Ord Ferry Bridge To Princeton Ferry,Fall,25
1979-11-27,Keswick to ACID Dam,Fall,8
1979-11-27,ACID Dam to Highway 44 Bridge,Fall,30
1979-11-27,Highway 44 Bridge to Airport Road Bridge,Fall,72
1979-11-27,Airport Road Bridge to Balls Ferry Bridge,Fall,191
1979-11-27,Balls Ferry Bridge to Battle Creek,Fall,85
1979-11-27,Battle Creek to Jellys Ferry Bridge,Fall,54
1979-11-27,Jellys Ferry Bridge to Bend Bridge,Fall,36
1979-11-27,Bend Bridge to Red Bluff Diversion Dam,Fall,7
1979-11-27,Red Bluff Diversion Dam to Tehama Bridge,Fall,16
1979-11-27,Tehama Bridge To Woodson Bridge,Fall,0
1979-11-27,Woodson Bridge to Hamilton City Bridge,Fall,0
1979-11-27,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
1979-11-27,Ord Ferry Bridge To Princeton Ferry,Fall,0
1980-10-20,Keswick to ACID Dam,Fall,0
1980-10-20,ACID Dam to Highway 44 Bridge,Fall,4
1980-10-20,Highway 44 Bridge to Airport Road Bridge,Fall,12
1980-10-20,Airport Road Bridge to Balls Ferry Bridge,Fall,75
1980-10-20,Balls Ferry Bridge to Battle Creek,Fall,40
1980-10-20,Battle Creek to Jellys Ferry Bridge,Fall,67
1980-10-20,Jellys Ferry Bridge to Bend Bridge,Fall,68
1980-10-20,Bend Bridge to Red Bluff Diversion Dam,Fall,30
1980-10-20,Red Bluff Diversion Dam to Tehama Bridge,Fall,192
1980-10-20,Tehama Bridge To Woodson Bridge,Fall,46
1980-10-20,Woodson Bridge to Hamilton City Bridge,Fall,10
1980-10-20,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
1980-10-20,Ord Ferry Bridge To Princeton Ferry,Fall,0
1980-10-31,Keswick to ACID Dam,Fall,11
1980-10-31,ACID Dam to Highway 44 Bridge,Fall,24
1980-10-31,Highway 44 Bridge to Airport Road Bridge,Fall,37
1980-10-31,Airport Road Bridge to Balls Ferry Bridge,Fall,94
1980-10-31,Balls Ferry Bridge to Battle Creek,Fall,73
1980-10-31,Battle Creek to Jellys Ferry Bridge,Fall,144
1980-10-31,Jellys Ferry Bridge to Bend Bridge,Fall,84
1980-10-31,Bend Bridge to Red Bluff Diversion Dam,Fall,12
1980-10-31,Red Bluff Diversion Dam to Tehama Bridge,Fall,257
1980-10-31,Tehama Bridge To Woodson Bridge,Fall,145
1980-10-31,Woodson Bridge to Hamilton City Bridge,Fall,53
1980-10-31,Hamilton City Bridge to Ord Ferry Bridge,Fall,9
1980-10-31,Ord Ferry Bridge To Princeton Ferry,Fall,5
1980-11-12,Keswick to ACID Dam,Fall,56
1980-11-12,ACID Dam to Highway 44 Bridge,Fall,18
1980-11-12,Highway 44 Bridge to Airport Road Bridge,Fall,79
1980-11-12,Airport Road Bridge to Balls Ferry Bridge,Fall,146
1980-11-12,Balls Ferry Bridge to Battle Creek,Fall,115
1980-11-12,Battle Creek to Jellys Ferry Bridge,Fall,143
1980-11-12,Jellys Ferry Bridge to Bend Bridge,Fall,112
1980-11-12,Bend Bridge to Red Bluff Diversion Dam,Fall,21
1980-11-12,Red Bluff Diversion Dam to Tehama Bridge,Fall,443
1980-11-12,Tehama Bridge To Woodson Bridge,Fall,214
1980-11-12,Woodson Bridge to Hamilton City Bridge,Fall,69
1980-11-12,Hamilton City Bridge to Ord Ferry Bridge,Fall,4
1980-11-12,Ord Ferry Bridge To Princeton Ferry,Fall,4
1980-11-26,Keswick to ACID Dam,Fall,78
1980-11-26,ACID Dam to Highway 44 Bridge,Fall,20
1980-11-26,Highway 44 Bridge to Airport Road Bridge,Fall,24
1980-11-26,Airport Road Bridge to Balls Ferry Bridge,Fall,102
1980-11-26,Balls Ferry Bridge to Battle Creek,Fall,56
1980-11-26,Battle Creek to Jellys Ferry Bridge,Fall,123
1980-11-26,Jellys Ferry Bridge to Bend Bridge,Fall,82
1980-11-26,Bend Bridge to Red Bluff Diversion Dam,Fall,29
1980-11-26,Red Bluff Diversion Dam to Tehama Bridge,Fall,401
1980-11-26,Tehama Bridge To Woodson Bridge,Fall,127
1980-11-26,Woodson Bridge to Hamilton City Bridge,Fall,75
1980-11-26,Hamilton City Bridge to Ord Ferry Bridge,Fall,23
1980-11-26,Ord Ferry Bridge To Princeton Ferry,Fall,5
1980-12-10,Keswick to ACID Dam,Late-Fall,NA
1980-12-10,ACID Dam to Highway 44 Bridge,Late-Fall,NA
1980-12-10,Highway 44 Bridge to Airport Road Bridge,Late-Fall,NA
1980-12-10,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,NA
1980-12-10,Balls Ferry Bridge to Battle Creek,Late-Fall,NA
1980-12-10,Battle Creek to Jellys Ferry Bridge,Late-Fall,179
1980-12-10,Jellys Ferry Bridge to Bend Bridge,Late-Fall,56
1980-12-10,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,2
1980-12-10,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,127
1980-12-10,Tehama Bridge To Woodson Bridge,Late-Fall,1
1980-12-10,Woodson Bridge to Hamilton City Bridge,Late-Fall,8
1980-12-10,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
1980-12-10,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1981-06-24,Keswick to ACID Dam,Winter,2
1981-06-24,ACID Dam to Highway 44 Bridge,Winter,0
1981-06-24,Highway 44 Bridge to Airport Road Bridge,Winter,77
1981-06-24,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1981-06-24,Balls Ferry Bridge to Battle Creek,Winter,0
1981-06-24,Battle Creek to Jellys Ferry Bridge,Winter,0
1981-06-24,Jellys Ferry Bridge to Bend Bridge,Winter,0
1981-06-24,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1981-06-24,Red Bluff Diversion Dam to Tehama Bridge,Winter,11
1981-06-24,Tehama Bridge To Woodson Bridge,Winter,0
1981-06-24,Woodson Bridge to Hamilton City Bridge,Winter,NA
1981-06-24,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1981-06-24,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1981-10-19,Keswick to ACID Dam,Fall,0
1981-10-19,ACID Dam to Highway 44 Bridge,Fall,31
1981-10-19,Highway 44 Bridge to Airport Road Bridge,Fall,153
1981-10-19,Airport Road Bridge to Balls Ferry Bridge,Fall,146
1981-10-19,Balls Ferry Bridge to Battle Creek,Fall,130
1981-10-19,Battle Creek to Jellys Ferry Bridge,Fall,187
1981-10-19,Jellys Ferry Bridge to Bend Bridge,Fall,170
1981-10-19,Bend Bridge to Red Bluff Diversion Dam,Fall,134
1981-10-19,Red Bluff Diversion Dam to Tehama Bridge,Fall,390
1981-10-19,Tehama Bridge To Woodson Bridge,Fall,258
1981-10-19,Woodson Bridge to Hamilton City Bridge,Fall,135
1981-10-19,Hamilton City Bridge to Ord Ferry Bridge,Fall,22
1981-10-19,Ord Ferry Bridge To Princeton Ferry,Fall,1
1981-11-06,Keswick to ACID Dam,Fall,72
1981-11-06,ACID Dam to Highway 44 Bridge,Fall,58
1981-11-06,Highway 44 Bridge to Airport Road Bridge,Fall,352
1981-11-06,Airport Road Bridge to Balls Ferry Bridge,Fall,400
1981-11-06,Balls Ferry Bridge to Battle Creek,Fall,139
1981-11-06,Battle Creek to Jellys Ferry Bridge,Fall,373
1981-11-06,Jellys Ferry Bridge to Bend Bridge,Fall,239
1981-11-06,Bend Bridge to Red Bluff Diversion Dam,Fall,129
1981-11-06,Red Bluff Diversion Dam to Tehama Bridge,Fall,378
1981-11-06,Tehama Bridge To Woodson Bridge,Fall,192
1981-11-06,Woodson Bridge to Hamilton City Bridge,Fall,166
1981-11-06,Hamilton City Bridge to Ord Ferry Bridge,Fall,43
1981-11-06,Ord Ferry Bridge To Princeton Ferry,Fall,6
1982-06-02,Keswick to ACID Dam,Winter,0
1982-06-02,ACID Dam to Highway 44 Bridge,Winter,19
1982-06-02,Highway 44 Bridge to Airport Road Bridge,Winter,12
1982-06-02,Airport Road Bridge to Balls Ferry Bridge,Winter,1
1982-06-02,Balls Ferry Bridge to Battle Creek,Winter,0
1982-06-02,Battle Creek to Jellys Ferry Bridge,Winter,0
1982-06-02,Jellys Ferry Bridge to Bend Bridge,Winter,0
1982-06-02,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1982-06-02,Red Bluff Diversion Dam to Tehama Bridge,Winter,1
1982-06-02,Tehama Bridge To Woodson Bridge,Winter,NA
1982-06-02,Woodson Bridge to Hamilton City Bridge,Winter,NA
1982-06-02,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1982-06-02,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1982-10-14,Keswick to ACID Dam,Fall,0
1982-10-14,ACID Dam to Highway 44 Bridge,Fall,41
1982-10-14,Highway 44 Bridge to Airport Road Bridge,Fall,88
1982-10-14,Airport Road Bridge to Balls Ferry Bridge,Fall,115
1982-10-14,Balls Ferry Bridge to Battle Creek,Fall,108
1982-10-14,Battle Creek to Jellys Ferry Bridge,Fall,87
1982-10-14,Jellys Ferry Bridge to Bend Bridge,Fall,103
1982-10-14,Bend Bridge to Red Bluff Diversion Dam,Fall,15
1982-10-14,Red Bluff Diversion Dam to Tehama Bridge,Fall,278
1982-10-14,Tehama Bridge To Woodson Bridge,Fall,86
1982-10-14,Woodson Bridge to Hamilton City Bridge,Fall,31
1982-10-14,Hamilton City Bridge to Ord Ferry Bridge,Fall,5
1982-10-14,Ord Ferry Bridge To Princeton Ferry,Fall,7
1982-10-14,Keswick to ACID Dam,Fall,0
1982-10-14,ACID Dam to Highway 44 Bridge,Fall,45
1982-10-14,Highway 44 Bridge to Airport Road Bridge,Fall,74
1982-10-14,Airport Road Bridge to Balls Ferry Bridge,Fall,125
1982-10-14,Balls Ferry Bridge to Battle Creek,Fall,85
1982-10-14,Battle Creek to Jellys Ferry Bridge,Fall,117
1982-10-14,Jellys Ferry Bridge to Bend Bridge,Fall,98
1982-10-14,Bend Bridge to Red Bluff Diversion Dam,Fall,15
1982-10-14,Red Bluff Diversion Dam to Tehama Bridge,Fall,271
1982-10-14,Tehama Bridge To Woodson Bridge,Fall,90
1982-10-14,Woodson Bridge to Hamilton City Bridge,Fall,27
1982-10-14,Hamilton City Bridge to Ord Ferry Bridge,Fall,3
1982-10-14,Ord Ferry Bridge To Princeton Ferry,Fall,10
1982-11-09,Keswick to ACID Dam,Fall,78
1982-11-09,ACID Dam to Highway 44 Bridge,Fall,17
1982-11-09,Highway 44 Bridge to Airport Road Bridge,Fall,266
1982-11-09,Airport Road Bridge to Balls Ferry Bridge,Fall,284
1982-11-09,Balls Ferry Bridge to Battle Creek,Fall,193
1982-11-09,Battle Creek to Jellys Ferry Bridge,Fall,89
1982-11-09,Jellys Ferry Bridge to Bend Bridge,Fall,192
1982-11-09,Bend Bridge to Red Bluff Diversion Dam,Fall,8
1982-11-09,Red Bluff Diversion Dam to Tehama Bridge,Fall,299
1982-11-09,Tehama Bridge To Woodson Bridge,Fall,50
1982-11-09,Woodson Bridge to Hamilton City Bridge,Fall,52
1982-11-09,Hamilton City Bridge to Ord Ferry Bridge,Fall,12
1982-11-09,Ord Ferry Bridge To Princeton Ferry,Fall,9
1982-12-10,Keswick to ACID Dam,Late-Fall,75
1982-12-10,ACID Dam to Highway 44 Bridge,Late-Fall,10
1982-12-10,Highway 44 Bridge to Airport Road Bridge,Late-Fall,249
1982-12-10,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,258
1982-12-10,Balls Ferry Bridge to Battle Creek,Late-Fall,152
1982-12-10,Battle Creek to Jellys Ferry Bridge,Late-Fall,138
1982-12-10,Jellys Ferry Bridge to Bend Bridge,Late-Fall,178
1982-12-10,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,10
1982-12-10,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,316
1982-12-10,Tehama Bridge To Woodson Bridge,Late-Fall,50
1982-12-10,Woodson Bridge to Hamilton City Bridge,Late-Fall,71
1982-12-10,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,17
1982-12-10,Ord Ferry Bridge To Princeton Ferry,Late-Fall,5
1982-12-10,Keswick to ACID Dam,Late-Fall,81
1982-12-10,ACID Dam to Highway 44 Bridge,Late-Fall,5
1982-12-10,Highway 44 Bridge to Airport Road Bridge,Late-Fall,100
1982-12-10,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,145
1982-12-10,Balls Ferry Bridge to Battle Creek,Late-Fall,68
1982-12-10,Battle Creek to Jellys Ferry Bridge,Late-Fall,35
1982-12-10,Jellys Ferry Bridge to Bend Bridge,Late-Fall,23
1982-12-10,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,1
1982-12-10,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,156
1982-12-10,Tehama Bridge To Woodson Bridge,Late-Fall,4
1982-12-10,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
1982-12-10,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
1982-12-10,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
1983-08-25,Keswick to ACID Dam,Spring,0
1983-08-25,ACID Dam to Highway 44 Bridge,Spring,0
1983-08-25,Highway 44 Bridge to Airport Road Bridge,Spring,1
1983-08-25,Airport Road Bridge to Balls Ferry Bridge,Spring,1
1983-08-25,Balls Ferry Bridge to Battle Creek,Spring,0
1983-08-25,Battle Creek to Jellys Ferry Bridge,Spring,0
1983-08-25,Jellys Ferry Bridge to Bend Bridge,Spring,0
1983-08-25,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1983-08-25,Red Bluff Diversion Dam to Tehama Bridge,Spring,1
1983-08-25,Tehama Bridge To Woodson Bridge,Spring,1
1983-08-25,Woodson Bridge to Hamilton City Bridge,Spring,0
1983-08-25,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
1983-08-25,Ord Ferry Bridge To Princeton Ferry,Spring,NA
1983-09-19,Keswick to ACID Dam,Spring,0
1983-09-19,ACID Dam to Highway 44 Bridge,Spring,23
1983-09-19,Highway 44 Bridge to Airport Road Bridge,Spring,0
1983-09-19,Airport Road Bridge to Balls Ferry Bridge,Spring,5
1983-09-19,Balls Ferry Bridge to Battle Creek,Spring,0
1983-09-19,Battle Creek to Jellys Ferry Bridge,Spring,0
1983-09-19,Jellys Ferry Bridge to Bend Bridge,Spring,0
1983-09-19,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1983-09-19,Red Bluff Diversion Dam to Tehama Bridge,Spring,4
1983-09-19,Tehama Bridge To Woodson Bridge,Spring,0
1983-09-19,Woodson Bridge to Hamilton City Bridge,Spring,0
1983-09-19,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
1983-09-19,Ord Ferry Bridge To Princeton Ferry,Spring,1
1983-10-07,Keswick to ACID Dam,Fall,0
1983-10-07,ACID Dam to Highway 44 Bridge,Fall,32
1983-10-07,Highway 44 Bridge to Airport Road Bridge,Fall,21
1983-10-07,Airport Road Bridge to Balls Ferry Bridge,Fall,33
1983-10-07,Balls Ferry Bridge to Battle Creek,Fall,3
1983-10-07,Battle Creek to Jellys Ferry Bridge,Fall,12
1983-10-07,Jellys Ferry Bridge to Bend Bridge,Fall,3
1983-10-07,Bend Bridge to Red Bluff Diversion Dam,Fall,1
1983-10-07,Red Bluff Diversion Dam to Tehama Bridge,Fall,77
1983-10-07,Tehama Bridge To Woodson Bridge,Fall,0
1983-10-07,Woodson Bridge to Hamilton City Bridge,Fall,4
1983-10-07,Hamilton City Bridge to Ord Ferry Bridge,Fall,0
1983-10-07,Ord Ferry Bridge To Princeton Ferry,Fall,0
1983-10-27,Keswick to ACID Dam,Fall,0
1983-10-27,ACID Dam to Highway 44 Bridge,Fall,62
1983-10-27,Highway 44 Bridge to Airport Road Bridge,Fall,82
1983-10-27,Airport Road Bridge to Balls Ferry Bridge,Fall,106
1983-10-27,Balls Ferry Bridge to Battle Creek,Fall,55
1983-10-27,Battle Creek to Jellys Ferry Bridge,Fall,62
1983-10-27,Jellys Ferry Bridge to Bend Bridge,Fall,71
1983-10-27,Bend Bridge to Red Bluff Diversion Dam,Fall,5
1983-10-27,Red Bluff Diversion Dam to Tehama Bridge,Fall,424
1983-10-27,Tehama Bridge To Woodson Bridge,Fall,72
1983-10-27,Woodson Bridge to Hamilton City Bridge,Fall,24
1983-10-27,Hamilton City Bridge to Ord Ferry Bridge,Fall,1
1983-10-27,Ord Ferry Bridge To Princeton Ferry,Fall,1
1984-01-13,Keswick to ACID Dam,Late-Fall,14
1984-01-13,ACID Dam to Highway 44 Bridge,Late-Fall,0
1984-01-13,Highway 44 Bridge to Airport Road Bridge,Late-Fall,0
1984-01-13,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
1984-01-13,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1984-01-13,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1984-01-13,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1984-01-13,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1984-01-13,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
1984-01-13,Tehama Bridge To Woodson Bridge,Late-Fall,0
1984-01-13,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
1984-01-13,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
1984-01-13,Ord Ferry Bridge To Princeton Ferry,Late-Fall,0
1984-02-10,Keswick to ACID Dam,Late-Fall,9
1984-02-10,ACID Dam to Highway 44 Bridge,Late-Fall,0
1984-02-10,Highway 44 Bridge to Airport Road Bridge,Late-Fall,5
1984-02-10,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,2
1984-02-10,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1984-02-10,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1984-02-10,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1984-02-10,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1984-02-10,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,8
1984-02-10,Tehama Bridge To Woodson Bridge,Late-Fall,0
1984-02-10,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
1984-02-10,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
1984-02-10,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1984-09-17,Keswick to ACID Dam,Spring,1
1984-09-17,ACID Dam to Highway 44 Bridge,Spring,6
1984-09-17,Highway 44 Bridge to Airport Road Bridge,Spring,5
1984-09-17,Airport Road Bridge to Balls Ferry Bridge,Spring,0
1984-09-17,Balls Ferry Bridge to Battle Creek,Spring,2
1984-09-17,Battle Creek to Jellys Ferry Bridge,Spring,0
1984-09-17,Jellys Ferry Bridge to Bend Bridge,Spring,0
1984-09-17,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1984-09-17,Red Bluff Diversion Dam to Tehama Bridge,Spring,1
1984-09-17,Tehama Bridge To Woodson Bridge,Spring,0
1984-09-17,Woodson Bridge to Hamilton City Bridge,Spring,0
1984-09-17,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
1984-09-17,Ord Ferry Bridge To Princeton Ferry,Spring,0
1984-10-25,Keswick to ACID Dam,Fall,51
1984-10-25,ACID Dam to Highway 44 Bridge,Fall,127
1984-10-25,Highway 44 Bridge to Airport Road Bridge,Fall,167
1984-10-25,Airport Road Bridge to Balls Ferry Bridge,Fall,185
1984-10-25,Balls Ferry Bridge to Battle Creek,Fall,95
1984-10-25,Battle Creek to Jellys Ferry Bridge,Fall,75
1984-10-25,Jellys Ferry Bridge to Bend Bridge,Fall,132
1984-10-25,Bend Bridge to Red Bluff Diversion Dam,Fall,21
1984-10-25,Red Bluff Diversion Dam to Tehama Bridge,Fall,312
1984-10-25,Tehama Bridge To Woodson Bridge,Fall,73
1984-10-25,Woodson Bridge to Hamilton City Bridge,Fall,18
1984-10-25,Hamilton City Bridge to Ord Ferry Bridge,Fall,19
1984-10-25,Ord Ferry Bridge To Princeton Ferry,Fall,6
1984-12-07,Keswick to ACID Dam,Late-Fall,0
1984-12-07,ACID Dam to Highway 44 Bridge,Late-Fall,0
1984-12-07,Highway 44 Bridge to Airport Road Bridge,Late-Fall,0
1984-12-07,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
1984-12-07,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1984-12-07,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1984-12-07,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1984-12-07,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1984-12-07,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
1984-12-07,Tehama Bridge To Woodson Bridge,Late-Fall,0
1984-12-07,Woodson Bridge to Hamilton City Bridge,Late-Fall,0
1984-12-07,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,0
1984-12-07,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1985-02-05,Keswick to ACID Dam,Late-Fall,45
1985-02-05,ACID Dam to Highway 44 Bridge,Late-Fall,42
1985-02-05,Highway 44 Bridge to Airport Road Bridge,Late-Fall,24
1985-02-05,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,18
1985-02-05,Balls Ferry Bridge to Battle Creek,Late-Fall,2
1985-02-05,Battle Creek to Jellys Ferry Bridge,Late-Fall,5
1985-02-05,Jellys Ferry Bridge to Bend Bridge,Late-Fall,9
1985-02-05,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1985-02-05,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,30
1985-02-05,Tehama Bridge To Woodson Bridge,Late-Fall,2
1985-02-05,Woodson Bridge to Hamilton City Bridge,Late-Fall,1
1985-02-05,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
1985-02-05,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1985-05-30,Keswick to ACID Dam,Winter,6
1985-05-30,ACID Dam to Highway 44 Bridge,Winter,13
1985-05-30,Highway 44 Bridge to Airport Road Bridge,Winter,30
1985-05-30,Airport Road Bridge to Balls Ferry Bridge,Winter,14
1985-05-30,Balls Ferry Bridge to Battle Creek,Winter,0
1985-05-30,Battle Creek to Jellys Ferry Bridge,Winter,1
1985-05-30,Jellys Ferry Bridge to Bend Bridge,Winter,4
1985-05-30,Bend Bridge to Red Bluff Diversion Dam,Winter,6
1985-05-30,Red Bluff Diversion Dam to Tehama Bridge,Winter,29
1985-05-30,Tehama Bridge To Woodson Bridge,Winter,0
1985-05-30,Woodson Bridge to Hamilton City Bridge,Winter,0
1985-05-30,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1985-05-30,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1985-09-16,Keswick to ACID Dam,Spring,0
1985-09-16,ACID Dam to Highway 44 Bridge,Spring,2
1985-09-16,Highway 44 Bridge to Airport Road Bridge,Spring,4
1985-09-16,Airport Road Bridge to Balls Ferry Bridge,Spring,3
1985-09-16,Balls Ferry Bridge to Battle Creek,Spring,1
1985-09-16,Battle Creek to Jellys Ferry Bridge,Spring,0
1985-09-16,Jellys Ferry Bridge to Bend Bridge,Spring,1
1985-09-16,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1985-09-16,Red Bluff Diversion Dam to Tehama Bridge,Spring,3
1985-09-16,Tehama Bridge To Woodson Bridge,Spring,0
1985-09-16,Woodson Bridge to Hamilton City Bridge,Spring,0
1985-09-16,Hamilton City Bridge to Ord Ferry Bridge,Spring,0
1985-09-16,Ord Ferry Bridge To Princeton Ferry,Spring,0
1985-10-23,Keswick to ACID Dam,Fall,12
1985-10-23,ACID Dam to Highway 44 Bridge,Fall,115
1985-10-23,Highway 44 Bridge to Airport Road Bridge,Fall,242
1985-10-23,Airport Road Bridge to Balls Ferry Bridge,Fall,159
1985-10-23,Balls Ferry Bridge to Battle Creek,Fall,104
1985-10-23,Battle Creek to Jellys Ferry Bridge,Fall,236
1985-10-23,Jellys Ferry Bridge to Bend Bridge,Fall,163
1985-10-23,Bend Bridge to Red Bluff Diversion Dam,Fall,30
1985-10-23,Red Bluff Diversion Dam to Tehama Bridge,Fall,629
1985-10-23,Tehama Bridge To Woodson Bridge,Fall,192
1985-10-23,Woodson Bridge to Hamilton City Bridge,Fall,67
1985-10-23,Hamilton City Bridge to Ord Ferry Bridge,Fall,26
1985-10-23,Ord Ferry Bridge To Princeton Ferry,Fall,13
1985-11-06,Keswick to ACID Dam,Fall,403
1985-11-06,ACID Dam to Highway 44 Bridge,Fall,169
1985-11-06,Highway 44 Bridge to Airport Road Bridge,Fall,286
1985-11-06,Airport Road Bridge to Balls Ferry Bridge,Fall,203
1985-11-06,Balls Ferry Bridge to Battle Creek,Fall,105
1985-11-06,Battle Creek to Jellys Ferry Bridge,Fall,262
1985-11-06,Jellys Ferry Bridge to Bend Bridge,Fall,198
1985-11-06,Bend Bridge to Red Bluff Diversion Dam,Fall,54
1985-11-06,Red Bluff Diversion Dam to Tehama Bridge,Fall,743
1985-11-06,Tehama Bridge To Woodson Bridge,Fall,251
1985-11-06,Woodson Bridge to Hamilton City Bridge,Fall,155
1985-11-06,Hamilton City Bridge to Ord Ferry Bridge,Fall,33
1985-11-06,Ord Ferry Bridge To Princeton Ferry,Fall,18
1985-11-20,Keswick to ACID Dam,Fall,415
1985-11-20,ACID Dam to Highway 44 Bridge,Fall,162
1985-11-20,Highway 44 Bridge to Airport Road Bridge,Fall,262
1985-11-20,Airport Road Bridge to Balls Ferry Bridge,Fall,196
1985-11-20,Balls Ferry Bridge to Battle Creek,Fall,112
1985-11-20,Battle Creek to Jellys Ferry Bridge,Fall,245
1985-11-20,Jellys Ferry Bridge to Bend Bridge,Fall,224
1985-11-20,Bend Bridge to Red Bluff Diversion Dam,Fall,61
1985-11-20,Red Bluff Diversion Dam to Tehama Bridge,Fall,799
